0,0,0,-0.176724138,-0.034482759,-0.336206897,-0.150862069,-0.340517241,-0.297413793,-0.262931034,-0.418103448,-0.314655172,-0.474137931,-0.38362069,-0.719827586,-0.405172414,-0.870689655,-0.413793103,-1,-0.159482759,-0.482758621,-0.202586207,-0.586206897,-0.189655172,-0.409482759,-0.172413793,-0.288793103,-0.017241379,-0.456896552,-0.051724138,-0.5,-0.064655172,-0.318965517,-0.068965517,-0.228448276,0.125,-0.409482759,0.086206897,-0.474137931,0.056034483,-0.353448276,0.038793103,-0.284482759
0,0,0,-0.200892857,-0.040178571,-0.361607143,-0.178571429,-0.383928571,-0.34375,-0.388392857,-0.491071429,-0.330357143,-0.477678571,-0.415178571,-0.71875,-0.441964286,-0.870535714,-0.464285714,-1,-0.178571429,-0.491071429,-0.254464286,-0.589285714,-0.232142857,-0.397321429,-0.196428571,-0.267857143,-0.03125,-0.46875,-0.098214286,-0.513392857,-0.09375,-0.325892857,-0.084821429,-0.232142857,0.120535714,-0.428571429,0.053571429,-0.5,0.03125,-0.375,0.026785714,-0.308035714
0,0,0,-0.181415929,-0.03539823,-0.353982301,-0.172566372,-0.371681416,-0.345132743,-0.269911504,-0.477876106,-0.314159292,-0.482300885,-0.384955752,-0.721238938,-0.407079646,-0.871681416,-0.411504425,-1,-0.163716814,-0.491150442,-0.234513274,-0.57079646,-0.230088496,-0.362831858,-0.203539823,-0.238938053,-0.022123894,-0.46460177,-0.092920354,-0.504424779,-0.101769912,-0.309734513,-0.088495575,-0.216814159,0.123893805,-0.420353982,0.048672566,-0.477876106,0.022123894,-0.353982301,0.026548673,-0.287610619
0,0,0,-0.173913043,-0.039130435,-0.330434783,-0.165217391,-0.352173913,-0.32173913,-0.273913043,-0.443478261,-0.304347826,-0.47826087,-0.37826087,-0.72173913,-0.4,-0.869565217,-0.413043478,-1,-0.156521739,-0.486956522,-0.226086957,-0.556521739,-0.22173913,-0.365217391,-0.2,-0.252173913,-0.013043478,-0.460869565,-0.082608696,-0.491304348,-0.091304348,-0.308695652,-0.086956522,-0.217391304,0.130434783,-0.417391304,0.065217391,-0.473913043,0.034782609,-0.352173913,0.026086957,-0.282608696
0,0,0,-0.181415929,-0.039823009,-0.35840708,-0.168141593,-0.380530973,-0.331858407,-0.287610619,-0.455752212,-0.318584071,-0.477876106,-0.402654867,-0.725663717,-0.42920354,-0.871681416,-0.446902655,-1,-0.168141593,-0.486725664,-0.243362832,-0.561946903,-0.234513274,-0.35840708,-0.207964602,-0.243362832,-0.022123894,-0.469026549,-0.097345133,-0.5,-0.101769912,-0.305309735,-0.088495575,-0.212389381,0.123893805,-0.42920354,0.044247788,-0.482300885,0.022123894,-0.353982301,0.022123894,-0.283185841
0,0,0,-0.1875,-0.035714286,-0.361607143,-0.165178571,-0.388392857,-0.334821429,-0.299107143,-0.459821429,-0.339285714,-0.477678571,-0.424107143,-0.723214286,-0.459821429,-0.870535714,-0.477678571,-1,-0.1875,-0.486607143,-0.258928571,-0.571428571,-0.241071429,-0.379464286,-0.214285714,-0.263392857,-0.040178571,-0.46875,-0.111607143,-0.508928571,-0.111607143,-0.321428571,-0.098214286,-0.223214286,0.107142857,-0.433035714,0.03125,-0.491071429,0.013392857,-0.370535714,0.017857143,-0.299107143
0,0,0,-0.189427313,-0.04845815,-0.36123348,-0.171806167,-0.422907489,-0.303964758,-0.343612335,-0.414096916,-0.295154185,-0.49339207,-0.374449339,-0.731277533,-0.405286344,-0.876651982,-0.418502203,-1,-0.154185022,-0.50660793,-0.27753304,-0.546255507,-0.273127753,-0.348017621,-0.233480176,-0.233480176,-0.026431718,-0.484581498,-0.149779736,-0.480176211,-0.149779736,-0.290748899,-0.110132159,-0.202643172,0.110132159,-0.440528634,-0.013215859,-0.462555066,-0.030837004,-0.339207048,-0.004405286,-0.273127753
0,0,0,-0.199115044,-0.053097345,-0.371681416,-0.172566372,-0.460176991,-0.309734513,-0.376106195,-0.411504425,-0.287610619,-0.495575221,-0.376106195,-0.730088496,-0.407079646,-0.876106195,-0.424778761,-1,-0.154867257,-0.513274336,-0.300884956,-0.53539823,-0.292035398,-0.336283186,-0.243362832,-0.225663717,-0.03539823,-0.495575221,-0.185840708,-0.477876106,-0.17699115,-0.292035398,-0.128318584,-0.199115044,0.092920354,-0.451327434,-0.053097345,-0.455752212,-0.066371681,-0.331858407,-0.030973451,-0.265486726
0,0,0,-0.200892857,-0.066964286,-0.375,-0.1875,-0.477678571,-0.3125,-0.40625,-0.415178571,-0.28125,-0.517857143,-0.361607143,-0.741071429,-0.397321429,-0.879464286,-0.415178571,-1,-0.151785714,-0.535714286,-0.321428571,-0.549107143,-0.316964286,-0.352678571,-0.267857143,-0.236607143,-0.035714286,-0.517857143,-0.209821429,-0.482142857,-0.196428571,-0.299107143,-0.147321429,-0.209821429,0.084821429,-0.46875,-0.075892857,-0.459821429,-0.089285714,-0.330357143,-0.049107143,-0.267857143
0,0,0,-0.208888889,-0.075555556,-0.382222222,-0.208888889,-0.475555556,-0.346666667,-0.4,-0.457777778,-0.248888889,-0.537777778,-0.333333333,-0.755555556,-0.382222222,-0.884444444,-0.408888889,-1,-0.128888889,-0.551111111,-0.328888889,-0.586666667,-0.333333333,-0.382222222,-0.28,-0.266666667,-0.017777778,-0.533333333,-0.226666667,-0.502222222,-0.213333333,-0.306666667,-0.151111111,-0.217777778,0.088888889,-0.48,-0.106666667,-0.475555556,-0.115555556,-0.342222222,-0.066666667,-0.275555556
